2025-05-25 14:39:34.290 | main | INFO  | com.llf.TliasWebManagementApplication - Starting TliasWebManagementApplication using Java 17.0.9 with PID 23176 (D:\交易帮\后端源码\web-ai-project01\tlias-web-management\target\classes started by 梁骆富 in D:\交易帮\后端源码\web-ai-project01)
2025-05-25 14:39:34.294 | main | INFO  | com.llf.TliasWebManagementApplication - No active profile set, falling back to 1 default profile: "default"
2025-05-25 14:39:35.294 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8083"]
2025-05-25 14:39:35.295 | main | INFO  | org.apache.catalina.core.StandardService - Starting service [Tomcat]
2025-05-25 14:39:35.295 | main | INFO  | org.apache.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.34]
2025-05-25 14:39:35.340 | main | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2025-05-25 14:39:36.067 | main | INFO  | org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8083"]
2025-05-25 14:39:36.085 | main | INFO  | com.llf.TliasWebManagementApplication - Started TliasWebManagementApplication in 2.142 seconds (process running for 2.684)
2025-05-25 14:39:56.127 | http-nio-8083-exec-1 | INFO  | o.a.c.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-25 14:39:56.201 | http-nio-8083-exec-2 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌非法
2025-05-25 14:39:56.201 | http-nio-8083-exec-1 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌非法
2025-05-25 14:42:21.553 | http-nio-8083-exec-3 | INFO  | com.llf.controller.LoginInfoController - 登录Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}
2025-05-25 14:42:21.580 | http-nio-8083-exec-3 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2025-05-25 14:42:21.896 | http-nio-8083-exec-3 | INFO  | com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@544d1fe8
2025-05-25 14:42:21.897 | http-nio-8083-exec-3 | INFO  | com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2025-05-25 14:42:21.983 | http-nio-8083-exec-3 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.LoginInfoController.login(Emp)执行耗时:427ms
2025-05-25 14:42:21.987 | http-nio-8083-exec-3 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=null, operateTime=2025-05-25T14:42:21.987770400, className=com.llf.controller.LoginInfoController, methodName=login, methodParams=[Emp{id=null, username='shinaian', password='123456', name='null', gender=null, phone='null', job=null, salary=null, image='null', entryDate=null, deptId=null, createTime=null, updateTime=null, deptName='null', exprList=null}], returnValue=com.llf.pojo.Result@2a6c6b79, costTime=427)
2025-05-25 15:35:53.045 | http-nio-8083-exec-4 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:53.045 | http-nio-8083-exec-5 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:53.046 | http-nio-8083-exec-4 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:53.046 | http-nio-8083-exec-5 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:53.077 | http-nio-8083-exec-5 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.EmpController.allEmpList()执行耗时:22ms
2025-05-25 15:35:53.082 | http-nio-8083-exec-5 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:53.082030900, className=com.llf.controller.EmpController, methodName=allEmpList, methodParams=[], returnValue=com.llf.pojo.Result@46468c27, costTime=22)
2025-05-25 15:35:53.101 | http-nio-8083-exec-5 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-25 15:35:53.110 | http-nio-8083-exec-4 | INFO  | com.llf.controller.ClazzController - 查询的条件为:ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}
2025-05-25 15:35:53.252 | http-nio-8083-exec-4 | INFO  | com.llf.service.impl.ClazzServiceImpl - 查询内容结果是:Page{count=true, pageNum=1, pageSize=10, startRow=0, endRow=10, total=5, pages=1, reasonable=false, pageSizeZero=false}[Clazz(id=3, name=嵌入式就业250期, room=110, beginDate=2024-06-15, endDate=2026-12-24, masterId=10, subject=6, createTime=2024-06-01T17:45:40, updateTime=2025-04-19T18:22:06, masterName=林冲, status=在读), Clazz(id=4, name=JavaEE就业166期, room=105, beginDate=2024-07-20, endDate=2024-02-20, masterId=20, subject=1, createTime=2024-06-01T17:46:10, updateTime=2024-06-01T17:46:10, masterName=阮小二, status=已结课), Clazz(id=5, name=大数据就业58期, room=209, beginDate=2024-08-01, endDate=2024-02-15, masterId=7, subject=3, createTime=2024-06-01T17:51:21, updateTime=2024-06-01T17:51:21, masterName=柴进, status=已结课), Clazz(id=8, name=Python就业10086期, room=101, beginDate=2023-06-01, endDate=2024-01-25, masterId=7, subject=1, createTime=2025-04-19T15:09:02, updateTime=2025-04-19T17:23:16, masterName=柴进, status=已结课), Clazz(id=9, name=JavaWeb就业版123期, room=2101, beginDate=2025-05-14, endDate=2027-06-30, masterId=null, subject=1, createTime=2025-05-13T14:15:13, updateTime=2025-05-13T14:15:13, masterName=null, status=在读)]
2025-05-25 15:35:53.258 | http-nio-8083-exec-4 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.ClazzController.getClazz(ClazzQueryParam)执行耗时:148ms
2025-05-25 15:35:53.260 | http-nio-8083-exec-4 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:53.260093500, className=com.llf.controller.ClazzController, methodName=getClazz, methodParams=[ClazzQueryParam{name='', begin=null, end=null, page=1, pageSize=10}], returnValue=com.llf.pojo.Result@1b41c5cc, costTime=148)
2025-05-25 15:35:53.276 | http-nio-8083-exec-4 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-25 15:35:55.033 | http-nio-8083-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:55.033 | http-nio-8083-exec-7 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:55.034 | http-nio-8083-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:55.034 | http-nio-8083-exec-7 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:55.049 | http-nio-8083-exec-7 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.ClazzController.list()执行耗时:15ms
2025-05-25 15:35:55.050 | http-nio-8083-exec-7 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:55.050579600, className=com.llf.controller.ClazzController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@337bee19, costTime=15)
2025-05-25 15:35:55.056 | http-nio-8083-exec-7 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-25 15:35:55.073 | http-nio-8083-exec-6 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.StudentController.studentPage(StudentQueryParam)执行耗时:38ms
2025-05-25 15:35:55.075 | http-nio-8083-exec-6 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:55.075603800, className=com.llf.controller.StudentController, methodName=studentPage, methodParams=[StudentQueryParam(name=, degree=null, clazzId=null, page=1, pageSize=10)], returnValue=com.llf.pojo.Result@22522523, costTime=38)
2025-05-25 15:35:55.079 | http-nio-8083-exec-6 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-25 15:35:56.386 | http-nio-8083-exec-8 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:56.386 | http-nio-8083-exec-8 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:56.387 | http-nio-8083-exec-8 | INFO  | com.llf.controller.DeptController - 查询全部的部门数据
2025-05-25 15:35:56.395 | http-nio-8083-exec-8 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.DeptController.list()执行耗时:8ms
2025-05-25 15:35:56.397 | http-nio-8083-exec-8 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:56.397526, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@5a653b19, costTime=8)
2025-05-25 15:35:56.401 | http-nio-8083-exec-8 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
2025-05-25 15:35:57.038 | http-nio-8083-exec-9 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:57.039 | http-nio-8083-exec-9 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:57.038 | http-nio-8083-exec-10 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor拦截到的id为:1
2025-05-25 15:35:57.039 | http-nio-8083-exec-10 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor令牌合法，放行
2025-05-25 15:35:57.039 | http-nio-8083-exec-10 | INFO  | com.llf.controller.DeptController - 查询全部的部门数据
2025-05-25 15:35:57.044 | http-nio-8083-exec-10 | INFO  | com.llf.aop.RecordTimeAspect - 方法Result com.llf.controller.DeptController.list()执行耗时:5ms
2025-05-25 15:35:57.047 | http-nio-8083-exec-10 | INFO  | com.llf.aop.RecordTimeAspect - 记录操作日志：OperateLog(id=null, operateEmpName=施耐庵, operateTime=2025-05-25T15:35:57.047986, className=com.llf.controller.DeptController, methodName=list, methodParams=[], returnValue=com.llf.pojo.Result@15a7c25e, costTime=5)
2025-05-25 15:35:57.053 | http-nio-8083-exec-10 | INFO  | com.llf.interceptor.TokenInterceptor - Interceptor请求处理完毕
